SUA ID,FBS ID,Amount (g),Organic (%),Production waste (%),Retail waste (%),Consumer waste (%),Technical Improvement (% y/y),Origin
01316,2625,10.54,52.83,,,,,
01311,2625,707.60,0.08,,,,,
21439.08,2625,290.26,24.63,,,,,
21499.01,2625,122.89,18.36,,,,,
01359.01,2625,356.40,97.89,,,,,
01359.02,2625,270.23,58.71,,,,,
01352,2625,145.57,97.65,,,,,
01317,2625,541.58,76.39,,,,,
01319,2625,0.00,19.33,,,,,
21419.91,2625,0.00,31.75,,,,,
01359.90,2625,840.78,29.85,,,,,
21419.99,2625,927.27,22.27,,,,,
21439.90,2625,728.53,85.40,,,,,
F0623,2625,552.90,95.75,,,,,
23170.04,2625,772.69,99.04,,,,,
23670.02,2625,491.91,1.50,,,,,
23991.03,2625,854.25,66.89,,,,,
01610,2630,879.48,10.01,32.58,80.22,37.85,2.99,uk:70.13 dk:26.60 se:0.74 es:2.53
23911,2630,223.33,58.35,,,,,
23912.02,2630,0.00,39.57,,,,,
01640,2633,247.06,77.24,70.44,36.30,29.30,21.93,de:66.53 uk:12.17 fr:6.10 dk:12.90 ir:2.30
23610.01,2633,832.65,84.09,,,,,
F0665,2633,528.35,40.03,,,,,
F0666,2633,356.55,52.07,,,,,
01620,2635,29.67,52.42,47.82,41.47,28.84,99.18,es:40.10 dk:59.90
01630,2635,321.77,98.53,,,,,
23914,2635,175.88,40.15,,,,,
01651,2640,518.09,9.67,28.15,24.21,3.67,19.39,de:100.00
01652,2641,60.25,92.26,9.11,38.48,93.95,84.39,ir:72.17 es:27.83
01656,2642,834.00,53.03,84.31,89.57,13.28,31.00,es:37.93 se:40.13 de:12.90 uk:9.04
01699,2645,359.80,15.63,13.78,84.39,63.88,39.96,se:67.66 dk:32.34
01658,2645,656.40,36.35,,,,,
01655,2645,899.88,28.37,,,,,
01653,2645,913.32,18.71,,,,,
01654,2645,0.00,55.87,,,,,
01657,2645,0.00,79.55,,,,,
24212.02,2655,85.40,44.41,12.11,22.83,79.04,1.15,de:44.49 uk:5.28 ir:50.23
24220,2655,38.36,9.84,,,,,
24310.01,2656,334.10,13.33,66.98,86.44,61.38,42.60,dk:3.86 uk:68.72 se:2.62 es:24.80
24230.01,2657,678.24,80.01,43.69,70.66,66.11,8.08,fr:42.63 dk:23.07 ir:34.30
24230.02,2657,393.41,15.62,,,,,
24230.03,2657,807.13,79.11,,,,,
24310.02,2657,317.09,79.72,,,,,
24310.03,2657,401.67,39.76,,,,,
24310.04,2657,453.69,51.83,,,,,
2413,2658,707.79,49.74,41.17,13.96,52.04,90.70,ir:100.00
24110,2659,829.67,53.32,58.61,2.78,85.81,44.94,de:95.88 es:1.05 ir:3.07
23991.01,2680,0.00,53.38,94.72,1.15,42.00,2.90,uk:0.22 se:99.78
F1232,2899,436.37,50.78,0.28,63.49,9.79,26.32,se:100.00
21111.01,2731,169.06,88.95,15.13,64.81,68.53,22.91,dk:83.62 fr:4.39 es:8.59 se:3.40
21111.02,2731,955.29,80.28,,,,,
21182,2731,869.02,78.75,,,,,
21185,2731,21.12,33.11,,,,,
21184.01,2731,420.28,46.09,,,,,
F0875,2731,419.98,34.15,,,,,
23991.04,2731,433.19,47.19,,,,,
21112,2731,569.82,76.52,,,,,
21115,2732,166.01,46.86,8.23,25.55,83.79,64.00,dk:79.29 es:5.43 de:15.28
21116,2732,667.88,30.42,,,,,
21113.01,2733,122.14,25.52,29.12,70.97,13.67,29.88,dk:100.00
21113.02,2733,716.59,90.87,,,,,
21181,2733,948.28,43.32,,,,,
21184.02,2733,230.27,52.54,,,,,
F1042,2733,630.14,93.69,,,,,
21121,2734,207.12,98.94,95.81,23.09,82.15,61.49,de:4.01 se:78.06 fr:12.48 dk:5.46
21189.02,2734,786.28,15.14,,,,,
F1061,2734,61.21,92.33,,,,,
21122,2734,364.86,32.25,,,,,
21123,2734,749.42,4.60,,,,,
21124,2734,133.37,7.86,,,,,
21170.01,2735,531.66,15.18,28.00,24.86,52.77,30.21,de:100.00
21118.01,2735,547.49,36.65,,,,,
21118.02,2735,0.00,84.97,,,,,
21118.03,2735,155.09,87.93,,,,,
21117.01,2735,384.65,74.87,,,,,
21114,2735,0.00,69.13,,,,,
21119.01,2735,299.76,39.98,,,,,
21170.02,2735,152.32,27.67,,,,,
21183,2735,894.26,25.75,,,,,
F1172,2735,409.06,15.89,,,,,
02920,2735,270.79,64.64,,,,,
21117.02,2735,0.00,32.61,,,,,
21170.92,2735,498.92,78.39,,,,,
21151,2736,0.00,19.68,41.57,47.56,76.02,83.42,ir:2.26 de:64.90 uk:32.84
21189.01,2736,879.31,26.97,,,,,
21152,2736,0.00,95.93,,,,,
21155,2736,601.73,34.67,,,,,
21156,2736,276.08,18.93,,,,,
21153,2736,0.00,84.50,,,,,
21160.01,2736,543.80,30.98,,,,,
21160.02,2736,0.00,48.27,,,,,
21160.03,2736,299.13,48.81,,,,,
21160.04,2736,480.52,57.19,,,,,
21159.01,2736,640.90,70.74,,,,,
21159.02,2736,141.33,57.48,,,,,
21170.93,2736,780.55,32.01,,,,,
21512,2737,838.25,84.45,65.11,62.46,56.58,72.45,es:71.10 uk:18.33 de:2.69 dk:7.88
21512.01,2737,708.46,56.66,,,,,
21513,2737,652.10,30.67,,,,,
21514,2737,121.43,44.32,,,,,
F0994,2737,0.00,96.48,,,,,
21515,2737,55.00,53.98,,,,,
21511.01,2737,356.26,35.93,,,,,
21511.02,2737,423.54,38.77,,,,,
21521,2737,368.33,9.31,,,,,
21511.03,2737,645.94,69.28,,,,,
21522,2737,710.91,89.81,,,,,
21519.02,2737,356.57,45.78,,,,,
21519.03,2737,111.37,32.00,,,,,
21529.03,2737,122.01,97.10,,,,,
21529.02,2737,247.78,33.99,,,,,
21932.01,2737,486.59,48.70,,,,,
21523,2737,105.96,0.56,,,,,
F1243,2737,923.12,83.68,,,,,
22241.01,2740,396.88,61.37,21.74,72.41,82.23,48.32,ir:50.97 es:26.40 dk:22.62
22241.02,2740,79.15,43.67,,,,,
22242.01,2740,62.31,8.93,,,,,
22242.02,2740,0.00,86.06,,,,,
22249.01,2740,284.27,81.50,,,,,
22249.02,2740,710.62,12.74,,,,,
22120,2743,777.00,52.39,65.06,39.42,98.27,20.32,ir:92.73 es:0.91 fr:6.36
02211,2848,133.68,12.13,46.96,25.51,49.15,3.75,dk:12.92 fr:75.27 de:11.81
22110.02,2848,830.21,83.36,,,,,
22222.01,2848,319.37,10.19,,,,,
22130.03,2848,323.72,92.50,,,,,
22230.01,2848,911.54,12.06,,,,,
22230.02,2848,638.65,28.11,,,,,
22230.03,2848,639.23,61.54,,,,,
22221.01,2848,616.84,39.27,,,,,
22221.02,2848,869.29,0.55,,,,,
22222.02,2848,544.74,22.60,,,,,
22211,2848,0.00,18.88,,,,,
22212,2848,205.58,58.95,,,,,
22230.04,2848,418.24,44.10,,,,,
22130.02,2848,665.14,28.43,,,,,
22251.01,2848,744.06,23.97,,,,,
22130.01,2848,579.83,63.36,,,,,
22251.02,2848,872.75,68.22,,,,,
22251.03,2848,515.46,28.92,,,,,
22251.04,2848,530.26,80.26,,,,,
22110.03,2848,344.28,24.78,,,,,
22290,2848,870.80,16.97,,,,,
22270,2848,809.30,96.12,,,,,
22260,2848,200.53,99.66,,,,,
02212,2848,373.72,94.79,,,,,
22110.04,2848,951.74,73.52,,,,,
22252,2848,753.31,11.38,,,,,
02291,2848,643.30,24.23,,,,,
22253,2848,221.84,98.20,,,,,
22110.05,2848,755.79,12.42,,,,,
02292,2848,449.33,10.50,,,,,
22254,2848,442.83,87.15,,,,,
22110.06,2848,104.13,63.15,,,,,
02293,2848,549.37,62.67,,,,,
0231,2744,938.35,70.30,48.90,6.96,70.55,1.35,de:100.00
23993.02,2744,273.67,58.79,,,,,
23993.03,2744,970.02,39.28,,,,,
0232,2744,939.25,71.65,,,,,
