SUA ID,FBS ID,Amount (g),Organic (%),Production waste (%),Retail waste (%),Consumer waste (%),Technical Improvement (% y/y),Origin
01703,2549,562.29,55.21,,,,,
01706,2549,798.27,94.80,,,,,
01707,2549,539.06,5.06,,,,,
01704,2549,747.70,98.10,,,,,
01708,2549,41.46,62.76,,,,,
01709.01,2549,673.40,60.83,,,,,
01709.02,2549,771.55,79.64,,,,,
01709.90,2549,701.61,74.37,,,,,
23170.03,2549,978.44,73.99,,,,,
39120.14,2549,108.39,77.59,,,,,
01377,2551,137.24,37.53,1.74,61.21,83.10,25.09,es:100.00
01372,2551,919.67,28.41,,,,,
01373,2551,726.22,21.48,,,,,
01371,2551,0.00,93.46,,,,,
01376,2551,990.17,60.85,,,,,
01375,2551,797.32,80.17,,,,,
01379.02,2551,381.43,94.98,,,,,
01374,2551,477.22,35.87,,,,,
01379.01,2551,537.14,2.48,,,,,
21429.01,2551,735.02,5.06,,,,,
21424,2551,603.79,99.50,,,,,
21422,2551,436.53,24.36,,,,,
21429.02,2551,955.26,59.08,,,,,
21423,2551,199.86,87.33,,,,,
01379.90,2551,0.00,34.52,,,,,
F0235,2551,70.53,29.60,,,,,
0141,2555,658.25,34.39,56.61,74.40,77.28,17.10,dk:76.28 se:9.49 ir:9.85 uk:2.15 fr:2.23
23995.01,2555,232.94,12.08,,,,,
23995.02,2555,0.00,33.34,,,,,
23999.03,2555,558.10,72.74,,,,,
0142,2556,439.05,53.92,82.90,15.45,45.16,36.99,es:100.00
21421,2556,0.00,45.02,,,,,
21495.01,2556,703.29,24.80,,,,,
21495.02,2556,405.75,73.14,,,,,
01445,2557,99.53,10.05,62.61,2.27,70.47,73.11,se:83.30 ir:10.39 uk:6.31
01443,2558,380.70,14.18,25.45,42.49,16.45,77.45,dk:6.60 se:31.13 de:62.27
01442,2558,821.96,2.65,,,,,
23995.03,2558,450.75,99.10,,,,,
0143,2559,970.42,43.02,67.22,29.14,43.80,61.80,se:46.38 es:53.62
01460,2560,633.66,53.20,99.22,16.00,36.26,70.60,dk:61.44 de:32.52 es:6.04
21429.07,2560,941.59,26.41,,,,,
01492,2560,975.31,88.73,,,,,
01444,2561,0.00,78.33,32.47,84.29,67.71,13.96,se:39.93 uk:21.56 fr:25.93 dk:7.74 es:4.84
01491.01,2562,601.56,8.76,64.61,10.78,77.71,2.20,es:48.38 fr:29.64 uk:9.20 dk:12.78
01491.02,2562,0.00,8.35,,,,,
01450,2563,0.00,50.65,62.20,6.60,86.81,70.18,fr:77.88 es:22.12
F0262,2563,0.00,32.81,,,,,
01499.01,2570,396.03,14.52,32.33,53.87,89.40,9.78,se:39.02 es:7.78 fr:34.49 dk:11.74 uk:6.97
01447,2570,740.34,72.52,,,,,
01499.02,2570,753.31,4.32,,,,,
01499.03,2570,269.67,60.25,,,,,
01446,2570,697.99,23.95,,,,,
01448,2570,616.92,11.54,,,,,
01449.01,2570,315.79,60.19,,,,,
01499.04,2570,623.28,31.52,,,,,
01499.05,2570,297.25,16.95,,,,,
01499.06,2570,0.00,23.56,,,,,
01499.07,2570,427.27,70.99,,,,,
01441,2570,862.45,33.62,,,,,
01449.02,2570,267.41,73.77,,,,,
01449.90,2570,669.45,78.69,,,,,
21920,2570,170.81,7.68,,,,,
2161,2571,342.80,45.03,29.89,15.03,69.23,14.81,ir:4.06 se:1.51 fr:33.98 es:51.54 de:8.91
2162,2572,300.84,86.93,67.77,1.38,49.50,57.02,se:100.00
21631.01,2573,813.85,22.79,58.47,70.73,63.52,91.78,ir:73.01 dk:12.31 fr:5.17 es:3.50 de:6.02
21641.01,2574,263.76,55.54,62.32,71.94,86.30,28.14,se:59.35 de:25.28 uk:7.92 es:5.86 dk:1.59
21641.02,2574,288.50,26.46,,,,,
2168,2575,0.00,84.55,13.29,32.91,66.48,80.02,fr:91.27 dk:8.73
21691.14,2576,773.87,36.18,24.68,61.68,92.66,86.44,se:100.00
2165,2577,443.30,38.90,97.55,83.82,72.65,0.80,de:12.23 ir:87.77
34120,2577,452.98,28.08,,,,,
21932.02,2577,323.88,42.14,,,,,
2166,2578,393.71,35.93,65.61,36.54,2.29,30.54,se:22.66 es:42.14 uk:35.21
21691.07,2579,646.80,21.30,51.41,44.58,93.46,73.45,de:41.36 dk:8.00 uk:5.66 fr:44.98
2167,2580,509.69,24.95,28.53,74.67,82.09,3.07,ir:37.43 se:45.16 de:0.48 es:16.93
21673,2580,112.57,18.55,,,,,
21691.01,2581,917.60,97.35,76.08,13.80,43.08,6.57,dk:15.41 ir:9.42 se:11.24 es:63.93
21691.02,2582,222.94,41.21,83.08,44.12,31.09,55.26,es:63.55 uk:36.45
21691.03,2586,482.76,80.49,67.01,84.20,41.60,48.18,es:100.00
21691.04,2586,193.65,76.51,,,,,
21691.05,2586,612.30,36.69,,,,,
21691.06,2586,776.50,81.91,,,,,
21631.02,2586,889.37,49.39,,,,,
21691.08,2586,710.64,30.98,,,,,
21691.09,2586,255.22,66.20,,,,,
21691.1,2586,246.99,34.74,,,,,
21691.11,2586,606.23,12.94,,,,,
21691.12,2586,915.56,73.33,,,,,
21691.13,2586,571.54,77.21,,,,,
21691.90,2586,0.00,1.60,,,,,
23620,2586,643.12,96.94,,,,,
21700.01,2586,0.00,69.39,,,,,
21700.02,2586,584.23,2.27,,,,,
21693.02,2586,44.45,15.75,,,,,
34550,2586,938.01,41.01,,,,,
F1275,2586,236.45,39.99,,,,,
01234,2601,3.88,43.98,81.41,74.12,80.08,13.55,de:19.38 es:43.41 ir:29.67 uk:7.54
21321,2601,127.95,19.24,,,,,
21399.01,2601,407.74,87.55,,,,,
21399.02,2601,539.97,15.19,,,,,
01253.02,2602,132.31,75.04,12.90,54.69,95.04,17.79,es:100.00
01212,2605,0.00,38.84,7.79,39.90,55.53,46.90,se:49.61 uk:27.01 ir:7.36 dk:16.01
01216,2605,873.19,9.13,,,,,
01211,2605,276.42,72.48,,,,,
01214,2605,52.64,30.52,,,,,
01215,2605,829.87,78.07,,,,,
01219.01,2605,969.63,14.05,,,,,
01213,2605,883.73,58.63,,,,,
01221,2605,171.65,1.75,,,,,
01229,2605,955.21,53.44,,,,,
01235,2605,160.19,53.29,,,,,
01232,2605,985.77,30.81,,,,,
01233,2605,0.00,10.47,,,,,
01231,2605,643.07,41.34,,,,,
01253.01,2605,939.82,28.25,,,,,
01252,2605,0.00,61.51,,,,,
01254,2605,572.73,30.63,,,,,
01241.90,2605,0.00,9.16,,,,,
01242,2605,278.97,19.31,,,,,
01243,2605,464.50,45.72,,,,,
01241.01,2605,690.96,91.72,,,,,
01251,2605,629.84,76.56,,,,,
01239.01,2605,895.49,75.22,,,,,
01290.01,2605,999.05,96.38,,,,,
21319.01,2605,224.18,41.67,,,,,
21399.03,2605,267.26,13.78,,,,,
01270,2605,31.67,47.44,,,,,
21393.01,2605,314.19,19.80,,,,,
21397.01,2605,787.68,27.41,,,,,
01691,2605,17.40,56.21,,,,,
01990.01,2605,564.56,75.31,,,,,
01356,2605,446.35,3.42,,,,,
01290.90,2605,779.56,43.06,,,,,
21329,2605,998.23,33.93,,,,,
21393.90,2605,599.48,8.63,,,,,
21340,2605,417.79,56.99,,,,,
F0472,2605,825.41,34.02,,,,,
F0473,2605,772.25,18.02,,,,,
21330.90,2605,476.66,34.48,,,,,
F0475,2605,583.15,27.08,,,,,
23991.02,2605,344.80,58.66,,,,,
23912.01,2605,676.22,91.94,,,,,
01323,2611,696.62,54.72,89.76,92.44,17.57,8.29,es:40.85 uk:31.63 fr:27.53
21431.01,2611,424.47,67.42,,,,,
21431.02,2611,497.30,55.53,,,,,
01324,2611,49.22,35.08,,,,,
21439.01,2611,824.21,14.53,,,,,
01322,2612,984.03,19.13,98.05,87.15,78.24,94.39,es:37.26 ir:9.42 de:12.13 dk:26.32 uk:14.87
21439.02,2612,173.72,43.95,,,,,
21439.03,2612,247.92,56.25,,,,,
01321,2613,414.64,44.45,30.13,39.28,47.90,12.95,de:99.75 dk:0.25
21432,2613,392.63,11.36,,,,,
21432.01,2613,726.03,49.39,,,,,
01329,2614,558.47,7.64,77.37,42.16,44.35,91.80,dk:100.00
21439.04,2614,830.03,66.82,,,,,
21439.05,2614,378.17,3.15,,,,,
01312,2615,670.45,98.59,34.58,66.79,99.39,0.43,se:87.63 es:12.10 de:0.10 uk:0.14 ir:0.03
01313,2616,972.77,55.58,1.84,73.64,29.65,26.57,es:73.53 dk:26.47
01341,2617,0.00,66.12,64.93,83.73,18.81,90.83,de:75.58 se:15.15 uk:8.95 dk:0.03 fr:0.29
21435.01,2617,559.78,72.58,,,,,
21435.02,2617,31.40,94.69,,,,,
01318,2618,857.64,28.84,65.69,72.45,5.93,96.39,de:76.64 ir:14.13 fr:8.18 uk:1.04
21491,2618,828.94,50.10,,,,,
21433,2618,185.22,23.63,,,,,
21433.01,2618,899.68,27.57,,,,,
01314,2619,749.04,43.20,76.91,58.76,6.67,39.51,es:96.99 de:0.20 ir:2.81
01330,2620,379.36,21.32,0.36,35.50,52.11,95.00,de:100.00
21411,2620,664.08,60.12,,,,,
21434,2620,388.38,69.76,,,,,
24212.01,2620,738.62,71.20,,,,,
01342.01,2625,464.42,10.76,89.84,57.54,5.47,20.67,fr:16.56 ir:1.02 es:19.57 dk:62.85
01342.02,2625,404.81,51.93,,,,,
01343,2625,289.11,69.69,,,,,
21419.01,2625,0.00,76.21,,,,,
01344.01,2625,794.48,39.28,,,,,
01344.02,2625,804.86,46.61,,,,,
01345,2625,0.00,77.46,,,,,
01346,2625,0.00,51.94,,,,,
21412,2625,253.11,9.03,,,,,
21439.06,2625,738.50,8.44,,,,,
21439.07,2625,811.91,99.45,,,,,
01349.20,2625,990.28,56.53,,,,,
01349.10,2625,707.67,79.17,,,,,
01354,2625,269.76,13.11,,,,,
01353.01,2625,6.86,33.19,,,,,
01351.02,2625,287.98,79.14,,,,,
01351.01,2625,486.14,38.97,,,,,
01355.01,2625,122.84,65.48,,,,,
01355.02,2625,514.76,86.17,,,,,
01355.90,2625,763.42,12.16,,,,,
01315,2625,397.97,65.84,,,,,
21419.02,2625,862.86,29.10,,,,,
01316,2625,620.07,88.05,,,,,
01311,2625,57.03,37.32,,,,,
21439.08,2625,422.67,6.00,,,,,
21499.01,2625,941.48,67.64,,,,,
01359.01,2625,435.13,42.60,,,,,
01359.02,2625,0.00,11.23,,,,,
01352,2625,53.61,44.00,,,,,
01317,2625,274.14,37.29,,,,,
01319,2625,962.09,95.65,,,,,
21419.91,2625,514.30,66.78,,,,,
01359.90,2625,0.00,44.08,,,,,
21419.99,2625,0.00,53.36,,,,,
21439.90,2625,380.05,78.08,,,,,
F0623,2625,934.65,99.54,,,,,
23170.04,2625,631.43,42.99,,,,,
23670.02,2625,0.00,1.57,,,,,
23991.03,2625,72.40,69.45,,,,,
01610,2630,0.00,17.19,50.93,54.75,89.69,70.02,uk:1.98 fr:93.44 dk:0.96 ir:1.95 es:1.67
23911,2630,149.91,70.28,,,,,
23912.02,2630,867.81,6.14,,,,,
01640,2633,310.24,80.37,21.07,60.18,16.72,36.96,fr:100.00
23610.01,2633,29.78,20.12,,,,,
F0665,2633,288.74,51.94,,,,,
F0666,2633,596.93,90.62,,,,,
01620,2635,706.64,84.95,69.81,14.78,33.28,64.40,se:22.48 dk:27.03 ir:15.57 es:34.91
01630,2635,546.73,39.90,,,,,
23914,2635,31.35,8.96,,,,,
01651,2640,850.15,78.48,42.63,94.34,8.28,49.09,uk:20.53 dk:27.78 fr:51.69
01652,2641,505.21,35.13,48.10,43.30,91.83,23.27,dk:100.00
01656,2642,779.38,2.43,29.51,74.84,91.22,27.09,ir:100.00
01699,2645,862.61,73.26,45.73,74.37,74.96,63.05,uk:32.79 se:67.21
01658,2645,0.00,25.00,,,,,
01655,2645,592.59,50.43,,,,,
01653,2645,953.59,59.74,,,,,
01654,2645,533.01,28.51,,,,,
01657,2645,829.32,73.56,,,,,
24212.02,2655,763.81,2.16,52.78,5.33,16.67,59.72,fr:51.38 es:17.47 dk:19.05 uk:12.10
24220,2655,648.34,6.17,,,,,
24310.01,2656,397.26,70.67,56.56,80.86,54.49,84.63,se:51.30 fr:36.43 ir:8.13 es:2.10 dk:2.04
24230.01,2657,687.71,26.48,15.64,31.78,89.74,97.81,ir:100.00
24230.02,2657,395.11,3.14,,,,,
24230.03,2657,281.97,24.05,,,,,
24310.02,2657,158.59,51.72,,,,,
24310.03,2657,603.04,44.36,,,,,
24310.04,2657,459.56,18.54,,,,,
2413,2658,914.75,64.98,71.87,55.21,39.87,97.98,de:76.17 dk:0.47 se:10.60 fr:12.76
24110,2659,459.03,53.63,89.93,51.22,3.86,97.36,es:85.72 ir:4.99 se:7.32 dk:0.34 uk:1.63
23991.01,2680,0.00,9.52,33.79,95.60,21.73,9.67,de:7.98 se:78.25 ir:12.57 uk:1.21
F1232,2899,646.75,2.55,54.25,31.57,15.08,32.94,se:100.00
21111.01,2731,407.91,54.21,95.47,94.03,6.94,86.95,dk:64.31 fr:20.65 de:15.03
21111.02,2731,589.25,16.80,,,,,
21182,2731,0.00,39.30,,,,,
21185,2731,25.20,8.15,,,,,
21184.01,2731,393.25,42.50,,,,,
F0875,2731,676.25,78.82,,,,,
23991.04,2731,632.49,40.59,,,,,
21112,2731,761.40,12.65,,,,,
21115,2732,284.39,54.38,23.43,84.14,12.16,74.12,dk:39.92 ir:60.08
21116,2732,77.54,99.21,,,,,
21113.01,2733,876.15,54.77,29.36,51.88,87.92,53.67,se:17.17 uk:55.68 fr:24.33 dk:2.82
21113.02,2733,750.49,25.30,,,,,
21181,2733,701.04,24.40,,,,,
21184.02,2733,886.67,43.69,,,,,
F1042,2733,731.12,32.07,,,,,
21121,2734,129.79,20.03,97.89,71.90,68.20,98.86,es:60.24 fr:3.75 dk:17.12 de:6.79 uk:12.10
21189.02,2734,921.56,77.90,,,,,
F1061,2734,339.93,11.29,,,,,
21122,2734,0.00,55.14,,,,,
21123,2734,819.68,82.67,,,,,
21124,2734,257.91,3.63,,,,,
21170.01,2735,88.88,20.30,76.99,82.11,45.06,57.86,dk:82.55 de:16.02 uk:0.30 es:1.14
21118.01,2735,972.90,87.92,,,,,
21118.02,2735,459.09,59.13,,,,,
21118.03,2735,213.92,94.96,,,,,
21117.01,2735,345.79,67.78,,,,,
21114,2735,534.88,74.39,,,,,
21119.01,2735,0.00,21.82,,,,,
21170.02,2735,923.39,57.11,,,,,
21183,2735,266.99,45.90,,,,,
F1172,2735,803.55,27.01,,,,,
02920,2735,68.97,40.03,,,,,
21117.02,2735,65.08,90.99,,,,,
21170.92,2735,973.26,54.30,,,,,
21151,2736,890.47,27.72,72.86,80.37,40.77,10.10,se:100.00
21189.01,2736,887.02,24.34,,,,,
21152,2736,145.38,19.84,,,,,
21155,2736,684.29,55.59,,,,,
21156,2736,132.26,91.03,,,,,
21153,2736,768.92,44.66,,,,,
21160.01,2736,908.59,80.91,,,,,
21160.02,2736,156.47,40.11,,,,,
21160.03,2736,822.08,94.41,,,,,
21160.04,2736,451.15,23.83,,,,,
21159.01,2736,932.80,99.06,,,,,
21159.02,2736,716.28,94.52,,,,,
21170.93,2736,656.33,58.03,,,,,
21512,2737,643.11,14.01,91.36,1.71,8.84,58.58,fr:20.83 ir:29.58 dk:8.91 uk:10.89 de:29.79
21512.01,2737,906.66,12.97,,,,,
21513,2737,760.92,6.23,,,,,
21514,2737,864.56,62.57,,,,,
F0994,2737,251.21,36.90,,,,,
21515,2737,41.92,62.59,,,,,
21511.01,2737,0.00,85.83,,,,,
21511.02,2737,0.00,66.04,,,,,
21521,2737,148.27,24.96,,,,,
21511.03,2737,778.82,53.70,,,,,
21522,2737,0.00,22.05,,,,,
21519.02,2737,517.55,14.99,,,,,
21519.03,2737,100.65,83.54,,,,,
21529.03,2737,696.53,72.92,,,,,
21529.02,2737,823.28,57.11,,,,,
21932.01,2737,412.29,79.44,,,,,
21523,2737,839.95,13.64,,,,,
F1243,2737,559.66,68.71,,,,,
22241.01,2740,11.52,73.71,16.20,25.92,94.77,69.23,se:11.64 es:88.36
22241.02,2740,628.83,6.67,,,,,
22242.01,2740,604.34,73.08,,,,,
22242.02,2740,424.00,28.82,,,,,
22249.01,2740,939.53,11.04,,,,,
22249.02,2740,990.06,85.84,,,,,
22120,2743,2.78,60.05,31.83,48.72,95.32,81.69,dk:91.39 ir:8.53 es:0.08
02211,2848,0.00,87.80,80.97,50.16,98.09,50.90,se:73.52 dk:26.48
22110.02,2848,413.33,40.43,,,,,
22222.01,2848,11.45,27.48,,,,,
22130.03,2848,154.92,26.29,,,,,
22230.01,2848,820.94,23.07,,,,,
22230.02,2848,53.83,59.40,,,,,
22230.03,2848,837.04,70.52,,,,,
22221.01,2848,826.89,15.11,,,,,
22221.02,2848,442.58,10.85,,,,,
22222.02,2848,235.30,33.70,,,,,
22211,2848,659.76,53.15,,,,,
22212,2848,140.89,28.22,,,,,
22230.04,2848,867.02,14.15,,,,,
22130.02,2848,132.94,26.32,,,,,
22251.01,2848,418.20,4.71,,,,,
22130.01,2848,451.55,14.92,,,,,
22251.02,2848,356.66,51.74,,,,,
22251.03,2848,460.45,98.00,,,,,
22251.04,2848,66.62,92.56,,,,,
22110.03,2848,573.97,86.42,,,,,
22290,2848,75.56,47.34,,,,,
22270,2848,651.73,60.26,,,,,
22260,2848,23.43,62.75,,,,,
02212,2848,688.72,88.64,,,,,
22110.04,2848,548.78,61.33,,,,,
22252,2848,411.50,49.59,,,,,
02291,2848,644.14,44.44,,,,,
22253,2848,715.48,20.82,,,,,
22110.05,2848,656.13,17.86,,,,,
02292,2848,55.72,51.33,,,,,
22254,2848,820.61,12.97,,,,,
22110.06,2848,700.83,55.17,,,,,
02293,2848,684.01,6.53,,,,,
0231,2744,223.88,16.05,51.60,70.07,51.23,73.53,ir:84.15 uk:7.72 fr:3.34 es:0.98 de:3.81
23993.02,2744,0.00,40.65,,,,,
23993.03,2744,401.33,78.11,,,,,
0232,2744,70.47,79.07,,,,,
