SUA ID,FBS ID,Amount (g),Organic (%),Production waste (%),Retail waste (%),Consumer waste (%),Technical Improvement (% y/y),Origin
01520.01,2532,610.83,7.06,66.47,34.55,22.56,53.84,de:50.59 dk:34.33 ir:4.18 es:10.90
23170.01,2532,35.04,78.65,,,,,
23230.02,2532,56.58,13.73,,,,,
01520.02,2532,252.91,85.16,,,,,
23220.06,2532,594.57,94.20,,,,,
01540,2535,458.35,2.65,23.34,38.81,91.58,49.08,dk:100.00
01591,2534,747.04,44.09,4.62,37.29,4.35,32.75,uk:28.88 fr:10.73 se:60.39
01550,2534,107.30,71.39,,,,,
01599.10,2534,624.66,33.81,,,,,
23170.02,2534,376.06,63.46,,,,,
01599.20,2534,663.79,82.69,,,,,
01802,2536,0.00,81.97,5.55,84.56,56.02,65.50,uk:3.55 fr:93.31 ir:3.13
01801,2537,0.00,25.30,96.77,82.44,94.89,20.01,se:13.21 fr:57.33 uk:29.46
23511.02,2541,517.77,65.77,13.74,4.33,23.66,11.17,es:2.51 de:18.90 uk:22.98 dk:10.25 ir:45.35
2351f,2542,715.45,68.19,95.05,20.90,36.05,19.86,se:20.81 ir:57.59 de:5.07 dk:10.42 es:6.11
23511.01,2542,0.00,96.23,,,,,
23512,2542,622.76,92.53,,,,,
23520,2542,338.37,48.81,,,,,
23670.01,2542,969.76,67.35,,,,,
23210.01,2543,99.56,62.47,99.44,28.50,77.40,16.47,uk:84.76 ir:3.20 dk:10.61 fr:0.70 es:0.74
23210.02,2543,611.25,85.87,,,,,
23530,2543,104.06,11.55,,,,,
01809,2543,763.76,84.73,,,,,
23540,2543,72.77,62.06,,,,,
23210.03,2543,843.67,10.43,,,,,
23210.04,2543,797.63,80.18,,,,,
23210.05,2543,443.63,72.25,,,,,
23210.06,2543,699.07,92.38,,,,,
23210.08,2543,669.83,22.36,,,,,
24490,2543,471.77,87.17,,,,,
02910,2745,362.67,52.64,94.99,27.78,20.22,2.79,dk:56.25 fr:43.75
01701,2546,427.82,75.68,11.75,71.31,42.65,40.10,dk:94.51 fr:1.52 es:3.98
01705,2547,870.68,29.30,90.49,17.73,96.16,82.89,dk:15.74 uk:6.72 se:77.54
01702,2549,869.33,83.18,31.95,5.45,77.26,23.33,dk:24.05 de:75.95
01703,2549,143.90,19.73,,,,,
01706,2549,938.58,12.67,,,,,
01707,2549,871.11,74.37,,,,,
01704,2549,95.10,6.74,,,,,
01708,2549,761.18,50.93,,,,,
01709.01,2549,450.58,66.25,,,,,
01709.02,2549,0.00,59.60,,,,,
01709.90,2549,982.17,86.01,,,,,
23170.03,2549,934.30,23.44,,,,,
39120.14,2549,600.36,77.34,,,,,
01377,2551,379.38,67.79,92.78,75.23,60.85,27.33,fr:79.55 es:16.10 uk:4.35
01372,2551,514.77,80.32,,,,,
01373,2551,572.33,53.71,,,,,
01371,2551,888.46,79.99,,,,,
01376,2551,0.00,84.60,,,,,
01375,2551,884.58,21.72,,,,,
01379.02,2551,0.00,57.40,,,,,
01374,2551,744.17,65.51,,,,,
01379.01,2551,34.71,78.83,,,,,
21429.01,2551,348.36,36.06,,,,,
21424,2551,847.44,35.79,,,,,
21422,2551,624.10,35.30,,,,,
21429.02,2551,441.32,10.26,,,,,
21423,2551,557.67,28.27,,,,,
01379.90,2551,848.24,72.66,,,,,
F0235,2551,306.69,29.47,,,,,
0141,2555,163.91,55.88,27.34,97.47,67.98,91.84,ir:20.82 de:74.85 dk:0.24 se:4.09
23995.01,2555,0.00,15.08,,,,,
23995.02,2555,528.52,84.75,,,,,
23999.03,2555,37.14,3.38,,,,,
0142,2556,152.23,29.41,30.14,33.59,2.22,96.69,uk:16.87 dk:12.98 fr:70.16
21421,2556,263.71,71.84,,,,,
21495.01,2556,189.44,92.10,,,,,
21495.02,2556,691.18,98.32,,,,,
01445,2557,375.35,78.19,63.65,27.57,38.78,15.25,fr:31.79 uk:18.57 de:42.86 ir:6.79
01443,2558,407.24,20.81,25.75,93.71,71.00,87.17,uk:37.50 ir:18.56 fr:43.94
01442,2558,866.08,94.01,,,,,
23995.03,2558,418.00,12.66,,,,,
0143,2559,446.69,22.57,80.40,6.38,4.83,54.65,se:40.63 es:41.23 uk:18.02 fr:0.12
01460,2560,999.68,5.28,48.22,25.48,69.73,28.17,dk:71.95 fr:9.28 uk:18.53 es:0.03 se:0.21
21429.07,2560,607.46,94.03,,,,,
01492,2560,307.30,86.23,,,,,
01444,2561,442.21,39.70,12.01,48.29,9.81,73.46,fr:14.09 ir:16.21 dk:67.33 se:1.59 de:0.79
01491.01,2562,66.95,54.06,37.20,32.38,19.94,55.17,uk:100.00
01491.02,2562,377.96,16.57,,,,,
01450,2563,690.62,41.51,58.96,83.32,82.86,12.41,se:83.44 de:16.56
F0262,2563,72.04,14.62,,,,,
01499.01,2570,166.56,56.34,53.72,94.17,22.67,11.16,fr:100.00
01447,2570,29.85,74.46,,,,,
01499.02,2570,182.81,39.96,,,,,
01499.03,2570,28.78,79.60,,,,,
01446,2570,440.91,83.84,,,,,
01448,2570,586.03,48.49,,,,,
01449.01,2570,54.66,48.07,,,,,
01499.04,2570,526.82,83.76,,,,,
01499.05,2570,357.87,1.37,,,,,
01499.06,2570,701.20,83.98,,,,,
01499.07,2570,497.43,96.95,,,,,
01441,2570,832.21,3.83,,,,,
01449.02,2570,420.69,1.80,,,,,
01449.90,2570,425.85,16.50,,,,,
21920,2570,811.07,84.88,,,,,
2161,2571,0.00,61.95,42.39,59.13,0.78,29.57,dk:100.00
2162,2572,293.18,26.99,44.29,25.97,62.56,95.41,de:26.27 es:15.93 dk:4.55 uk:53.25
21631.01,2573,454.80,84.73,74.87,40.63,82.11,2.06,uk:39.76 ir:60.24
21641.01,2574,184.98,96.32,56.06,79.30,73.30,12.55,es:100.00
21641.02,2574,0.00,29.31,,,,,
2168,2575,163.58,41.76,2.12,70.62,92.98,80.12,fr:85.88 dk:14.12
21691.14,2576,228.30,31.84,41.99,46.66,1.09,61.98,fr:100.00
2165,2577,446.56,11.44,42.13,94.52,89.69,83.63,es:100.00
34120,2577,607.45,68.43,,,,,
21932.02,2577,321.31,26.70,,,,,
2166,2578,215.54,38.83,48.05,70.47,98.31,78.60,es:46.36 de:53.64
21691.07,2579,458.08,24.75,4.04,42.68,46.13,6.44,es:3.31 dk:94.75 uk:1.93
2167,2580,0.00,4.32,74.50,95.80,95.66,89.38,de:81.33 se:9.29 ir:8.58 dk:0.20 uk:0.59
21673,2580,0.00,36.57,,,,,
21691.01,2581,473.33,24.20,60.85,78.28,85.40,22.56,fr:77.11 dk:17.15 es:5.73
21691.02,2582,573.84,59.10,72.30,78.06,24.97,47.74,es:100.00
21691.03,2586,0.00,44.58,23.82,24.67,26.75,58.90,es:71.51 de:1.04 fr:27.44
21691.04,2586,536.66,89.25,,,,,
21691.05,2586,710.55,38.23,,,,,
21691.06,2586,639.01,83.43,,,,,
21631.02,2586,580.23,29.29,,,,,
21691.08,2586,6.30,69.59,,,,,
21691.09,2586,160.13,28.50,,,,,
21691.1,2586,271.36,67.65,,,,,
21691.11,2586,0.40,54.17,,,,,
21691.12,2586,461.23,52.29,,,,,
21691.13,2586,5.77,11.34,,,,,
21691.90,2586,829.99,81.89,,,,,
23620,2586,479.64,73.50,,,,,
21700.01,2586,204.60,94.79,,,,,
21700.02,2586,0.00,92.23,,,,,
21693.02,2586,454.08,72.98,,,,,
34550,2586,513.32,9.87,,,,,
F1275,2586,0.00,42.64,,,,,
01234,2601,419.17,57.78,47.56,22.63,32.60,40.79,dk:100.00
21321,2601,398.76,22.15,,,,,
21399.01,2601,0.00,73.20,,,,,
21399.02,2601,576.13,82.54,,,,,
01253.02,2602,182.08,66.69,7.29,30.61,90.94,28.86,fr:100.00
01212,2605,789.28,27.22,93.71,36.56,8.76,26.20,dk:71.59 de:18.35 fr:8.63 es:1.42
01216,2605,712.03,51.41,,,,,
01211,2605,0.00,43.50,,,,,
01214,2605,188.08,60.35,,,,,
01215,2605,54.59,83.48,,,,,
01219.01,2605,0.00,58.56,,,,,
01213,2605,0.00,89.88,,,,,
01221,2605,196.87,70.13,,,,,
01229,2605,645.49,54.33,,,,,
01235,2605,974.84,24.43,,,,,
01232,2605,370.82,80.51,,,,,
01233,2605,784.82,96.58,,,,,
01231,2605,994.53,25.22,,,,,
01253.01,2605,224.58,92.99,,,,,
01252,2605,501.18,45.54,,,,,
01254,2605,118.42,99.22,,,,,
01241.90,2605,135.18,92.74,,,,,
01242,2605,117.53,69.63,,,,,
01243,2605,0.00,23.86,,,,,
01241.01,2605,806.14,37.63,,,,,
01251,2605,247.97,66.21,,,,,
01239.01,2605,295.73,88.90,,,,,
01290.01,2605,0.00,62.54,,,,,
21319.01,2605,194.18,28.06,,,,,
21399.03,2605,67.21,70.51,,,,,
01270,2605,244.66,78.27,,,,,
21393.01,2605,207.88,58.41,,,,,
21397.01,2605,0.00,28.17,,,,,
01691,2605,843.64,32.02,,,,,
01990.01,2605,564.24,65.67,,,,,
01356,2605,415.19,21.38,,,,,
01290.90,2605,376.01,40.83,,,,,
21329,2605,849.84,59.16,,,,,
21393.90,2605,409.08,66.59,,,,,
21340,2605,182.15,45.87,,,,,
F0472,2605,9.43,24.30,,,,,
F0473,2605,365.20,57.94,,,,,
21330.90,2605,0.00,69.97,,,,,
F0475,2605,745.73,35.48,,,,,
23991.02,2605,662.51,13.60,,,,,
23912.01,2605,356.65,94.07,,,,,
01323,2611,538.40,30.00,62.09,96.62,91.82,84.50,de:100.00
21431.01,2611,456.76,16.58,,,,,
21431.02,2611,268.70,50.41,,,,,
01324,2611,0.00,47.81,,,,,
21439.01,2611,318.58,60.17,,,,,
01322,2612,310.58,65.55,97.99,59.21,83.20,10.19,de:66.33 uk:20.02 dk:11.01 ir:1.07 es:1.57
21439.02,2612,125.04,97.80,,,,,
21439.03,2612,762.34,98.74,,,,,
01321,2613,0.00,36.17,61.79,3.73,60.84,86.83,dk:100.00
21432,2613,143.73,63.59,,,,,
21432.01,2613,335.93,46.43,,,,,
01329,2614,513.61,10.03,71.74,77.41,17.17,92.23,es:36.26 dk:47.28 fr:1.44 uk:12.85 se:2.16
21439.04,2614,0.00,84.12,,,,,
21439.05,2614,0.00,64.38,,,,,
01312,2615,353.91,72.15,48.03,9.67,37.96,75.16,dk:46.72 se:34.51 es:2.55 uk:16.22
01313,2616,836.50,40.89,63.04,43.70,21.63,71.35,fr:1.38 dk:16.21 se:18.90 es:63.51
01341,2617,939.98,56.78,14.37,63.04,68.88,48.38,uk:71.05 se:28.95
21435.01,2617,730.59,51.95,,,,,
21435.02,2617,869.02,39.84,,,,,
01318,2618,718.60,49.20,41.58,86.87,21.68,41.86,se:100.00
21491,2618,375.83,84.08,,,,,
21433,2618,7.31,60.34,,,,,
21433.01,2618,1.59,52.79,,,,,
01314,2619,972.46,87.86,79.87,95.82,82.40,57.24,de:51.33 es:23.20 fr:25.12 uk:0.12 dk:0.23
01330,2620,983.04,29.15,10.78,96.62,45.64,92.71,fr:68.13 dk:31.87
21411,2620,53.57,77.76,,,,,
21434,2620,522.24,84.70,,,,,
24212.01,2620,192.16,50.28,,,,,
01342.01,2625,96.96,50.81,17.86,77.92,57.21,39.05,fr:100.00
01342.02,2625,847.48,64.97,,,,,
01343,2625,421.28,56.26,,,,,
21419.01,2625,0.00,94.40,,,,,
01344.01,2625,469.05,14.02,,,,,
01344.02,2625,477.64,87.76,,,,,
01345,2625,343.94,32.62,,,,,
01346,2625,652.12,10.66,,,,,
21412,2625,255.71,62.29,,,,,
21439.06,2625,625.86,87.72,,,,,
21439.07,2625,196.66,53.12,,,,,
01349.20,2625,987.97,61.88,,,,,
01349.10,2625,604.28,96.64,,,,,
01354,2625,0.00,36.97,,,,,
01353.01,2625,590.42,78.89,,,,,
01351.02,2625,649.47,58.27,,,,,
01351.01,2625,711.56,82.43,,,,,
01355.01,2625,947.60,60.16,,,,,
01355.02,2625,459.19,74.31,,,,,
01355.90,2625,61.37,73.47,,,,,
01315,2625,0.00,37.35,,,,,
21419.02,2625,484.99,95.74,,,,,
01316,2625,588.78,15.11,,,,,
01311,2625,970.88,64.02,,,,,
21439.08,2625,110.02,77.29,,,,,
21499.01,2625,740.56,0.43,,,,,
01359.01,2625,833.54,53.62,,,,,
01359.02,2625,830.69,88.96,,,,,
01352,2625,449.97,28.66,,,,,
01317,2625,672.24,51.41,,,,,
01319,2625,374.02,94.88,,,,,
21419.91,2625,353.18,33.86,,,,,
01359.90,2625,442.47,9.68,,,,,
21419.99,2625,133.76,41.70,,,,,
21439.90,2625,487.55,20.44,,,,,
F0623,2625,69.31,25.49,,,,,
23170.04,2625,85.78,84.18,,,,,
23670.02,2625,58.33,45.22,,,,,
23991.03,2625,915.93,66.07,,,,,
01610,2630,891.68,34.36,36.70,62.34,85.35,14.06,se:62.72 dk:30.32 ir:6.96
23911,2630,196.98,7.37,,,,,
23912.02,2630,689.68,74.44,,,,,
01640,2633,470.81,77.00,44.18,97.23,15.03,52.54,ir:31.03 de:26.54 se:30.18 fr:12.25
23610.01,2633,808.44,5.03,,,,,
F0665,2633,571.66,57.53,,,,,
F0666,2633,359.44,53.33,,,,,
01620,2635,530.45,53.43,37.12,82.27,59.31,54.48,se:22.82 de:77.18
01630,2635,199.99,51.16,,,,,
23914,2635,346.25,3.99,,,,,
01651,2640,548.34,77.90,67.56,79.17,60.72,85.92,es:78.91 dk:0.58 fr:20.51
01652,2641,896.89,15.97,27.04,14.85,17.42,58.57,uk:88.43 ir:10.79 se:0.77
01656,2642,585.14,16.91,92.30,55.71,93.92,91.78,se:58.79 dk:26.84 fr:8.94 es:0.25 ir:5.19
01699,2645,902.36,91.58,9.01,53.00,50.34,95.96,se:28.60 de:17.69 fr:53.71
01658,2645,607.86,44.94,,,,,
01655,2645,389.66,4.26,,,,,
01653,2645,660.03,13.64,,,,,
01654,2645,822.20,48.08,,,,,
01657,2645,971.38,17.96,,,,,
24212.02,2655,346.37,46.37,18.26,72.22,67.92,61.17,se:1.43 fr:98.57
24220,2655,0.00,25.03,,,,,
24310.01,2656,650.81,90.29,64.60,71.01,95.07,28.37,ir:94.96 fr:5.04
24230.01,2657,127.93,43.32,19.84,41.37,2.95,55.22,se:14.60 ir:52.89 dk:7.50 es:4.36 fr:20.66
24230.02,2657,444.72,80.70,,,,,
24230.03,2657,475.13,72.17,,,,,
24310.02,2657,518.39,49.91,,,,,
24310.03,2657,213.06,18.36,,,,,
24310.04,2657,638.20,16.77,,,,,
2413,2658,0.00,93.49,34.49,82.08,94.31,13.25,se:94.47 uk:5.53
24110,2659,237.07,85.60,15.50,50.05,14.10,82.69,dk:37.63 de:62.34 es:0.02 ir:0.01
23991.01,2680,939.92,43.96,52.44,25.46,77.49,34.67,uk:33.06 se:43.82 fr:23.13
F1232,2899,322.02,57.54,33.30,89.22,35.80,9.37,fr:34.85 uk:14.65 ir:32.48 se:6.72 de:11.30
21111.01,2731,58.84,29.98,22.70,66.54,90.96,18.16,ir:24.74 se:75.26
21111.02,2731,0.00,77.80,,,,,
21182,2731,184.34,45.76,,,,,
21185,2731,323.05,28.88,,,,,
21184.01,2731,8.13,29.00,,,,,
F0875,2731,739.37,0.77,,,,,
23991.04,2731,187.84,78.21,,,,,
21112,2731,967.50,67.66,,,,,
21115,2732,812.52,45.85,79.45,7.09,27.53,6.58,fr:2.11 es:97.89
21116,2732,188.59,93.85,,,,,
21113.01,2733,878.33,54.35,68.28,38.36,51.30,70.72,uk:88.62 es:9.49 se:1.12 dk:0.66 fr:0.12
21113.02,2733,497.59,29.11,,,,,
21181,2733,231.40,4.93,,,,,
21184.02,2733,581.27,90.33,,,,,
F1042,2733,335.59,46.65,,,,,
21121,2734,2.67,50.69,83.57,8.79,11.53,4.17,dk:34.22 es:22.94 uk:42.84
21189.02,2734,709.98,9.96,,,,,
F1061,2734,0.00,57.67,,,,,
21122,2734,92.05,10.80,,,,,
21123,2734,614.39,98.41,,,,,
21124,2734,173.08,87.94,,,,,
21170.01,2735,26.30,17.49,26.38,6.65,22.38,65.38,es:65.48 ir:34.52
21118.01,2735,701.39,59.54,,,,,
21118.02,2735,921.19,0.22,,,,,
21118.03,2735,955.16,47.78,,,,,
21117.01,2735,480.92,47.10,,,,,
21114,2735,607.06,27.74,,,,,
21119.01,2735,512.10,14.44,,,,,
21170.02,2735,991.84,17.43,,,,,
21183,2735,115.12,39.38,,,,,
F1172,2735,0.00,7.63,,,,,
02920,2735,755.08,58.52,,,,,
21117.02,2735,378.50,19.23,,,,,
21170.92,2735,995.42,46.67,,,,,
21151,2736,75.16,95.35,27.47,52.83,98.48,53.10,dk:36.62 fr:60.90 ir:1.16 es:0.62 de:0.69
21189.01,2736,431.69,42.08,,,,,
21152,2736,987.23,72.40,,,,,
21155,2736,31.79,4.13,,,,,
21156,2736,838.10,51.74,,,,,
21153,2736,262.02,89.31,,,,,
21160.01,2736,55.27,20.77,,,,,
21160.02,2736,0.00,64.33,,,,,
21160.03,2736,240.46,19.07,,,,,
21160.04,2736,362.06,27.04,,,,,
21159.01,2736,511.83,75.37,,,,,
21159.02,2736,41.43,42.84,,,,,
21170.93,2736,221.87,92.93,,,,,
21512,2737,65.89,84.37,40.63,69.13,41.52,72.78,uk:34.22 de:65.78
21512.01,2737,471.94,76.09,,,,,
21513,2737,639.58,1.24,,,,,
21514,2737,818.90,37.18,,,,,
F0994,2737,223.10,5.56,,,,,
21515,2737,77.17,67.41,,,,,
21511.01,2737,314.28,61.75,,,,,
21511.02,2737,904.89,97.66,,,,,
21521,2737,330.21,97.68,,,,,
21511.03,2737,770.28,93.73,,,,,
21522,2737,801.97,58.29,,,,,
21519.02,2737,4.37,72.73,,,,,
21519.03,2737,418.07,83.05,,,,,
21529.03,2737,215.65,84.69,,,,,
21529.02,2737,248.48,11.84,,,,,
21932.01,2737,636.34,47.76,,,,,
21523,2737,975.61,69.77,,,,,
F1243,2737,0.00,58.41,,,,,
22241.01,2740,286.36,50.29,11.54,12.66,68.37,58.00,de:100.00
22241.02,2740,107.24,17.98,,,,,
22242.01,2740,856.36,1.74,,,,,
22242.02,2740,45.32,57.96,,,,,
22249.01,2740,957.76,32.60,,,,,
22249.02,2740,933.59,87.78,,,,,
22120,2743,343.10,75.77,91.70,73.23,0.46,57.91,uk:32.52 es:23.28 de:25.92 ir:6.87 fr:11.41
02211,2848,0.00,92.28,39.04,29.23,10.76,5.43,dk:47.84 de:52.16
22110.02,2848,736.82,67.37,,,,,
22222.01,2848,172.51,88.94,,,,,
22130.03,2848,218.57,66.39,,,,,
22230.01,2848,0.00,1.73,,,,,
22230.02,2848,195.47,35.26,,,,,
22230.03,2848,693.23,55.56,,,,,
22221.01,2848,696.49,67.28,,,,,
22221.02,2848,171.85,67.71,,,,,
22222.02,2848,707.26,50.35,,,,,
22211,2848,717.99,19.13,,,,,
22212,2848,823.82,26.36,,,,,
22230.04,2848,781.62,8.90,,,,,
22130.02,2848,36.99,47.72,,,,,
22251.01,2848,418.13,18.59,,,,,
22130.01,2848,650.40,26.06,,,,,
22251.02,2848,639.53,62.76,,,,,
22251.03,2848,465.76,20.15,,,,,
22251.04,2848,363.40,62.34,,,,,
22110.03,2848,448.82,21.59,,,,,
22290,2848,626.45,26.45,,,,,
22270,2848,52.60,66.29,,,,,
22260,2848,418.71,10.12,,,,,
02212,2848,896.09,1.38,,,,,
22110.04,2848,125.62,17.63,,,,,
22252,2848,200.54,83.94,,,,,
02291,2848,816.63,64.20,,,,,
22253,2848,137.72,71.85,,,,,
22110.05,2848,0.00,82.64,,,,,
02292,2848,0.00,11.65,,,,,
22254,2848,310.62,75.83,,,,,
22110.06,2848,394.32,29.18,,,,,
02293,2848,812.80,35.55,,,,,
0231,2744,0.00,8.99,74.34,58.99,86.85,13.35,se:97.85 uk:0.45 dk:1.70
23993.02,2744,0.00,46.87,,,,,
23993.03,2744,963.17,9.41,,,,,
0232,2744,838.18,40.04,,,,,
