SUA ID,FBS ID,Amount (g),Organic (%),Production waste (%),Retail waste (%),Consumer waste (%),Technical Improvement (% y/y),Origin
0117,2516,847.66,26.81,47.45,80.76,57.59,88.13,de:92.32 es:1.57 ir:6.11
23140.07,2516,213.58,12.91,,,,,
39120.06,2516,432.83,30.17,,,,,
0118,2517,201.21,70.46,82.73,20.68,25.45,32.62,uk:47.69 ir:52.31
23120.05,2517,413.78,5.50,,,,,
39120.07,2517,131.99,38.63,,,,,
0114,2518,904.08,49.61,63.36,30.59,71.65,40.01,ir:10.38 es:30.62 de:59.01
23120.06,2518,0.00,37.22,,,,,
39120.08,2518,721.86,67.45,,,,,
01192,2520,281.82,45.27,45.06,63.31,62.58,14.82,fr:18.04 ir:48.00 se:9.13 es:24.82
23120.07,2520,698.75,41.38,,,,,
39120.09,2520,0.00,9.24,,,,,
01194,2520,71.59,79.81,,,,,
01193,2520,458.65,93.36,,,,,
23120.08,2520,837.40,91.85,,,,,
39120.10,2520,568.96,57.23,,,,,
01191,2520,81.89,40.62,,,,,
23120.09,2520,954.73,29.09,,,,,
39120.11,2520,187.33,94.53,,,,,
01195,2520,0.00,54.93,,,,,
01199.02,2520,762.98,85.77,,,,,
23120.10,2520,417.00,57.36,,,,,
39120.12,2520,178.91,58.55,,,,,
01199.90,2520,754.55,56.84,,,,,
23120.90,2520,150.34,96.21,,,,,
39120.13,2520,758.78,96.35,,,,,
23140.08,2520,0.00,31.43,,,,,
01510,2531,78.24,49.70,60.53,52.24,24.84,39.69,ir:94.14 se:5.31 es:0.03 dk:0.50 fr:0.01
21392,2531,0.00,77.53,,,,,
21313,2531,517.00,58.59,,,,,
23220.05,2531,781.85,99.14,,,,,
23230.01,2531,0.00,7.28,,,,,
01530,2533,0.00,47.44,42.40,16.84,2.24,48.86,ir:27.81 uk:72.19
01520.01,2532,60.14,48.28,56.74,82.57,8.55,68.78,ir:34.05 dk:65.95
23170.01,2532,0.00,33.31,,,,,
23230.02,2532,255.63,88.47,,,,,
01520.02,2532,655.84,26.17,,,,,
23220.06,2532,945.50,48.78,,,,,
01540,2535,37.70,53.18,56.81,9.20,37.57,38.03,fr:18.68 es:6.51 de:8.70 uk:7.41 se:58.71
01591,2534,595.70,41.69,29.98,58.55,35.71,98.59,uk:91.93 es:1.25 fr:5.10 se:0.33 de:1.39
01550,2534,518.70,0.08,,,,,
01599.10,2534,416.50,46.22,,,,,
23170.02,2534,926.67,71.68,,,,,
01599.20,2534,128.64,81.37,,,,,
01802,2536,797.51,21.44,9.75,20.82,70.50,45.59,uk:100.00
01801,2537,489.24,10.03,36.52,76.36,25.25,14.13,fr:100.00
23511.02,2541,276.42,8.76,81.20,51.49,74.39,87.04,es:42.01 de:44.59 dk:3.86 fr:5.27 ir:4.27
2351f,2542,498.26,37.33,58.22,94.68,58.13,62.43,se:36.42 uk:28.82 fr:19.40 de:15.37
23511.01,2542,943.56,10.51,,,,,
23512,2542,66.02,17.79,,,,,
23520,2542,0.00,5.21,,,,,
23670.01,2542,813.36,54.09,,,,,
23210.01,2543,378.50,51.31,67.02,4.92,27.02,82.13,fr:6.34 uk:15.65 de:78.01
23210.02,2543,0.00,21.42,,,,,
23530,2543,353.77,82.52,,,,,
01809,2543,27.99,23.07,,,,,
23540,2543,680.73,33.82,,,,,
23210.03,2543,45.54,93.23,,,,,
23210.04,2543,655.32,3.39,,,,,
23210.05,2543,170.81,11.29,,,,,
23210.06,2543,875.53,31.48,,,,,
23210.08,2543,245.76,16.79,,,,,
24490,2543,690.48,62.05,,,,,
02910,2745,31.96,78.48,91.65,68.95,98.52,64.37,es:28.32 ir:71.68
01701,2546,80.90,71.54,22.50,66.23,35.82,47.72,dk:12.74 ir:16.26 fr:71.00
01705,2547,595.71,87.78,12.88,21.15,48.40,43.81,es:24.65 fr:36.77 dk:27.71 ir:7.50 de:3.37
01702,2549,495.07,98.75,67.21,75.97,92.27,83.43,fr:49.95 uk:31.99 ir:13.55 se:2.19 dk:2.32
01703,2549,264.68,16.05,,,,,
01706,2549,988.46,97.54,,,,,
01707,2549,92.21,56.10,,,,,
01704,2549,201.62,26.61,,,,,
01708,2549,59.45,60.62,,,,,
01709.01,2549,754.74,99.87,,,,,
01709.02,2549,827.39,36.32,,,,,
01709.90,2549,0.00,17.20,,,,,
23170.03,2549,763.47,24.22,,,,,
39120.14,2549,241.19,94.02,,,,,
01377,2551,0.00,91.14,88.47,84.45,70.86,68.89,de:56.74 se:43.26
01372,2551,293.61,59.75,,,,,
01373,2551,427.93,43.32,,,,,
01371,2551,546.71,62.04,,,,,
01376,2551,723.94,83.24,,,,,
01375,2551,37.22,40.30,,,,,
01379.02,2551,660.30,56.43,,,,,
01374,2551,631.56,71.30,,,,,
01379.01,2551,229.60,90.68,,,,,
21429.01,2551,130.73,55.56,,,,,
21424,2551,622.98,27.73,,,,,
21422,2551,696.35,84.71,,,,,
21429.02,2551,0.00,33.69,,,,,
21423,2551,17.09,48.64,,,,,
01379.90,2551,105.68,76.80,,,,,
F0235,2551,462.95,30.31,,,,,
0141,2555,81.17,73.97,13.26,68.97,70.01,87.85,uk:36.74 fr:31.44 dk:14.44 de:17.37
23995.01,2555,0.00,63.12,,,,,
23995.02,2555,624.75,9.96,,,,,
23999.03,2555,194.37,14.50,,,,,
0142,2556,309.97,89.59,6.88,76.62,34.39,14.54,se:87.87 fr:12.13
21421,2556,284.42,67.43,,,,,
21495.01,2556,57.15,37.51,,,,,
21495.02,2556,0.00,60.83,,,,,
01445,2557,768.33,0.82,62.21,29.08,25.81,41.34,se:34.56 es:42.01 dk:23.44
01443,2558,119.57,1.78,98.25,35.05,37.45,86.28,ir:52.15 se:32.41 dk:15.14 de:0.05 uk:0.25
01442,2558,0.00,40.58,,,,,
23995.03,2558,363.49,89.83,,,,,
0143,2559,913.68,33.01,47.31,89.96,37.55,93.10,uk:79.72 dk:9.83 de:10.45
01460,2560,88.08,21.87,63.06,34.82,19.22,81.19,dk:37.12 de:40.39 es:22.14 se:0.21 ir:0.14
21429.07,2560,253.10,85.47,,,,,
01492,2560,117.72,68.98,,,,,
01444,2561,188.59,16.57,78.07,23.82,82.89,55.49,dk:70.14 uk:9.69 ir:5.14 se:5.38 de:9.66
01491.01,2562,807.82,27.09,99.15,57.15,87.96,40.16,dk:77.12 de:22.88
01491.02,2562,503.18,97.81,,,,,
01450,2563,546.33,23.45,22.92,91.41,28.12,63.85,uk:20.83 es:71.62 fr:7.55
F0262,2563,41.99,36.72,,,,,
01499.01,2570,38.11,43.39,88.52,7.37,26.53,31.24,ir:23.78 uk:17.19 fr:51.47 es:0.62 se:6.94
01447,2570,849.03,46.68,,,,,
01499.02,2570,260.63,81.55,,,,,
01499.03,2570,950.44,55.62,,,,,
01446,2570,212.02,49.81,,,,,
01448,2570,817.98,89.34,,,,,
01449.01,2570,449.04,30.51,,,,,
01499.04,2570,606.57,33.20,,,,,
01499.05,2570,458.14,44.32,,,,,
01499.06,2570,378.61,59.23,,,,,
01499.07,2570,523.02,0.53,,,,,
01441,2570,962.22,6.78,,,,,
01449.02,2570,797.26,40.17,,,,,
01449.90,2570,211.60,71.35,,,,,
21920,2570,889.73,82.46,,,,,
2161,2571,0.00,9.04,57.74,86.61,58.26,43.92,fr:67.32 se:15.29 ir:17.39
2162,2572,860.18,77.12,31.30,52.86,64.77,88.33,se:14.11 de:18.45 dk:35.60 uk:31.84
21631.01,2573,104.15,10.24,80.10,45.25,86.97,76.83,uk:67.01 ir:27.79 se:4.58 es:0.32 de:0.30
21641.01,2574,691.04,60.91,83.08,7.16,84.31,31.13,ir:6.57 es:93.43
21641.02,2574,888.03,86.18,,,,,
2168,2575,99.43,7.73,15.84,69.93,46.86,37.03,de:8.94 uk:42.37 dk:3.98 se:43.52 es:1.19
21691.14,2576,87.83,20.30,8.77,20.47,10.30,55.81,dk:83.33 uk:1.41 de:15.26
2165,2577,556.51,18.04,49.91,82.12,90.37,31.08,se:73.74 fr:10.84 uk:8.41 dk:5.08 es:1.93
34120,2577,118.17,34.49,,,,,
21932.02,2577,713.50,27.60,,,,,
2166,2578,179.32,47.28,32.89,39.68,99.21,22.97,uk:100.00
21691.07,2579,445.46,34.16,19.79,64.17,6.43,59.42,fr:36.39 ir:51.84 se:8.00 de:3.77
2167,2580,52.82,29.19,50.58,77.09,44.11,99.74,se:100.00
21673,2580,720.11,22.76,,,,,
21691.01,2581,341.71,20.28,12.50,65.70,45.10,70.65,se:84.38 uk:15.62
21691.02,2582,191.46,57.94,2.86,9.61,56.89,21.99,uk:67.21 de:32.79
21691.03,2586,679.39,72.26,57.25,12.64,43.92,55.40,de:42.44 fr:55.12 es:1.47 dk:0.97
21691.04,2586,14.49,23.54,,,,,
21691.05,2586,659.97,92.76,,,,,
21691.06,2586,924.12,36.88,,,,,
21631.02,2586,193.06,60.45,,,,,
21691.08,2586,0.00,90.58,,,,,
21691.09,2586,274.21,51.86,,,,,
21691.1,2586,617.08,9.74,,,,,
21691.11,2586,644.80,28.38,,,,,
21691.12,2586,483.52,44.31,,,,,
21691.13,2586,308.47,50.53,,,,,
21691.90,2586,0.00,35.36,,,,,
23620,2586,817.65,27.40,,,,,
21700.01,2586,578.16,11.03,,,,,
21700.02,2586,432.56,44.47,,,,,
21693.02,2586,710.26,4.55,,,,,
34550,2586,653.13,44.10,,,,,
F1275,2586,288.21,75.44,,,,,
01234,2601,362.78,58.57,2.95,4.03,43.09,93.98,ir:27.29 de:27.59 uk:45.13
21321,2601,0.00,11.46,,,,,
21399.01,2601,124.55,65.53,,,,,
21399.02,2601,976.11,9.78,,,,,
01253.02,2602,7.12,68.71,12.70,83.44,16.51,54.36,ir:58.19 fr:23.69 dk:6.04 uk:11.95 se:0.13
01212,2605,865.31,55.84,51.50,18.77,70.87,68.26,se:100.00
01216,2605,418.45,5.94,,,,,
01211,2605,415.91,47.73,,,,,
01214,2605,311.23,63.81,,,,,
01215,2605,796.06,51.99,,,,,
01219.01,2605,610.10,29.53,,,,,
01213,2605,571.16,29.86,,,,,
01221,2605,41.92,64.11,,,,,
01229,2605,0.00,91.02,,,,,
01235,2605,370.92,83.80,,,,,
01232,2605,517.87,38.98,,,,,
01233,2605,54.26,28.90,,,,,
01231,2605,934.86,3.71,,,,,
01253.01,2605,316.90,67.40,,,,,
01252,2605,107.25,97.52,,,,,
01254,2605,687.65,43.84,,,,,
01241.90,2605,321.06,34.29,,,,,
01242,2605,254.65,33.36,,,,,
01243,2605,660.14,17.71,,,,,
01241.01,2605,676.36,4.49,,,,,
01251,2605,574.60,50.56,,,,,
01239.01,2605,982.43,83.06,,,,,
01290.01,2605,0.00,10.95,,,,,
21319.01,2605,612.33,1.81,,,,,
21399.03,2605,443.26,75.85,,,,,
01270,2605,330.27,50.25,,,,,
21393.01,2605,280.35,42.86,,,,,
21397.01,2605,959.98,40.70,,,,,
01691,2605,168.08,84.35,,,,,
01990.01,2605,40.67,57.45,,,,,
01356,2605,283.48,95.10,,,,,
01290.90,2605,46.69,52.56,,,,,
21329,2605,375.30,35.16,,,,,
21393.90,2605,51.10,68.52,,,,,
21340,2605,670.26,41.08,,,,,
F0472,2605,644.40,55.38,,,,,
F0473,2605,27.21,27.53,,,,,
21330.90,2605,753.46,23.47,,,,,
F0475,2605,30.64,83.94,,,,,
23991.02,2605,116.03,28.11,,,,,
23912.01,2605,473.97,43.87,,,,,
01323,2611,231.10,53.15,79.41,10.58,52.36,66.47,uk:14.19 dk:7.16 se:78.64
21431.01,2611,615.04,67.64,,,,,
21431.02,2611,70.31,55.43,,,,,
01324,2611,0.00,10.20,,,,,
21439.01,2611,926.63,2.72,,,,,
01322,2612,506.95,45.29,18.02,66.85,3.90,11.93,dk:39.60 de:2.71 ir:54.20 fr:3.48
21439.02,2612,811.58,19.71,,,,,
21439.03,2612,85.15,42.78,,,,,
01321,2613,566.24,42.13,76.77,81.45,39.19,98.22,es:19.90 dk:9.48 se:35.30 ir:35.32
21432,2613,644.16,57.26,,,,,
21432.01,2613,290.80,34.63,,,,,
01329,2614,272.83,40.14,82.20,76.29,29.87,40.41,de:100.00
21439.04,2614,0.00,66.99,,,,,
21439.05,2614,680.02,53.90,,,,,
01312,2615,461.45,27.29,96.49,11.98,31.92,97.28,ir:68.78 dk:12.38 de:7.88 fr:10.97
01313,2616,30.61,67.63,32.69,34.93,73.36,22.44,uk:5.99 es:94.01
01341,2617,366.20,84.87,79.93,8.15,81.79,75.07,fr:61.93 ir:29.73 dk:8.35
21435.01,2617,500.99,39.15,,,,,
21435.02,2617,594.11,91.13,,,,,
01318,2618,423.03,65.61,68.69,56.73,34.58,97.75,se:93.31 fr:5.25 ir:0.79 uk:0.65
21491,2618,369.28,70.14,,,,,
21433,2618,613.76,39.79,,,,,
21433.01,2618,6.80,23.47,,,,,
01314,2619,466.13,73.16,11.16,85.15,47.50,30.50,uk:59.03 se:40.97
01330,2620,37.12,40.63,66.16,83.56,18.35,69.49,de:56.72 uk:8.68 dk:14.65 se:13.38 fr:6.57
21411,2620,768.43,90.42,,,,,
21434,2620,798.17,79.89,,,,,
24212.01,2620,999.97,42.12,,,,,
01342.01,2625,807.68,77.75,47.42,45.68,48.03,60.57,uk:87.56 ir:10.41 se:0.59 es:1.44
01342.02,2625,392.99,69.72,,,,,
01343,2625,364.46,37.05,,,,,
21419.01,2625,770.92,51.06,,,,,
01344.01,2625,825.97,75.73,,,,,
01344.02,2625,575.60,25.38,,,,,
01345,2625,677.95,43.30,,,,,
01346,2625,904.66,11.40,,,,,
21412,2625,578.86,9.15,,,,,
21439.06,2625,0.00,91.53,,,,,
21439.07,2625,147.26,87.25,,,,,
01349.20,2625,80.25,39.51,,,,,
01349.10,2625,995.81,55.07,,,,,
01354,2625,635.41,81.70,,,,,
01353.01,2625,843.25,13.56,,,,,
01351.02,2625,473.72,10.55,,,,,
01351.01,2625,902.36,26.04,,,,,
01355.01,2625,176.39,87.04,,,,,
01355.02,2625,33.62,17.95,,,,,
01355.90,2625,62.18,43.67,,,,,
01315,2625,382.79,0.05,,,,,
21419.02,2625,78.70,16.35,,,,,
01316,2625,145.47,30.89,,,,,
01311,2625,944.40,23.73,,,,,
21439.08,2625,124.66,66.83,,,,,
21499.01,2625,154.85,83.51,,,,,
01359.01,2625,540.28,4.10,,,,,
01359.02,2625,730.38,10.26,,,,,
01352,2625,249.25,27.85,,,,,
01317,2625,658.56,41.60,,,,,
01319,2625,82.08,58.40,,,,,
21419.91,2625,737.19,66.79,,,,,
01359.90,2625,214.16,51.97,,,,,
21419.99,2625,848.10,57.73,,,,,
21439.90,2625,8.17,72.97,,,,,
F0623,2625,79.58,47.21,,,,,
23170.04,2625,656.67,82.15,,,,,
23670.02,2625,182.77,31.81,,,,,
23991.03,2625,342.42,48.38,,,,,
01610,2630,725.14,83.71,66.69,72.89,63.27,49.93,dk:73.72 fr:1.92 de:16.99 uk:7.37
23911,2630,238.94,90.58,,,,,
23912.02,2630,445.71,67.91,,,,,
01640,2633,642.17,46.63,92.95,71.12,71.61,51.19,se:26.92 uk:21.60 fr:44.77 de:6.71
23610.01,2633,842.12,28.83,,,,,
F0665,2633,934.05,98.56,,,,,
F0666,2633,788.42,1.22,,,,,
01620,2635,75.61,28.29,48.04,39.46,33.75,76.14,dk:90.76 ir:6.90 fr:2.34
01630,2635,930.68,69.72,,,,,
23914,2635,123.00,40.11,,,,,
01651,2640,667.46,22.24,48.45,69.50,96.19,20.29,de:100.00
01652,2641,202.07,57.52,5.91,18.51,47.03,80.45,dk:74.39 se:25.61
01656,2642,61.61,3.34,32.63,16.04,30.76,6.54,es:100.00
01699,2645,868.07,30.63,91.83,10.99,34.72,47.40,es:98.50 ir:0.65 dk:0.63 uk:0.22
01658,2645,0.00,26.07,,,,,
01655,2645,342.16,86.55,,,,,
01653,2645,0.00,78.48,,,,,
01654,2645,514.72,17.77,,,,,
01657,2645,56.87,32.76,,,,,
24212.02,2655,754.68,74.93,61.37,2.03,94.42,29.03,es:39.46 de:60.54
24220,2655,421.20,20.94,,,,,
24310.01,2656,294.85,19.33,60.37,77.13,36.08,76.87,es:13.70 ir:46.41 fr:39.89
24230.01,2657,265.39,16.42,79.26,6.51,35.60,23.82,fr:81.75 ir:5.88 es:0.47 de:3.71 dk:8.19
24230.02,2657,336.69,38.79,,,,,
24230.03,2657,770.52,52.12,,,,,
24310.02,2657,144.54,88.05,,,,,
24310.03,2657,433.02,71.26,,,,,
24310.04,2657,504.29,76.07,,,,,
2413,2658,0.00,75.77,37.69,13.52,60.38,62.61,de:85.91 se:9.38 es:0.17 dk:4.54
24110,2659,780.50,94.40,13.12,66.96,18.26,82.40,es:100.00
23991.01,2680,854.15,76.94,85.23,30.70,26.58,94.76,se:69.66 fr:5.16 dk:25.18
F1232,2899,157.73,72.57,66.16,42.66,38.63,60.93,uk:91.89 fr:3.92 de:4.19
21111.01,2731,798.62,67.42,37.15,13.13,95.99,73.30,fr:100.00
21111.02,2731,846.19,99.87,,,,,
21182,2731,0.00,15.92,,,,,
21185,2731,0.00,39.42,,,,,
21184.01,2731,856.37,5.02,,,,,
F0875,2731,0.00,35.68,,,,,
23991.04,2731,0.00,67.82,,,,,
21112,2731,654.66,31.30,,,,,
21115,2732,735.08,82.16,77.32,3.80,36.55,13.67,ir:10.54 dk:32.95 uk:10.66 fr:45.85
21116,2732,451.01,44.53,,,,,
21113.01,2733,0.00,38.31,34.86,51.52,52.10,99.50,uk:49.85 de:49.29 ir:0.06 dk:0.80
21113.02,2733,588.55,65.97,,,,,
21181,2733,309.06,39.54,,,,,
21184.02,2733,830.08,77.46,,,,,
F1042,2733,398.82,85.98,,,,,
21121,2734,227.76,87.88,87.02,2.51,86.24,6.40,es:100.00
21189.02,2734,64.35,37.66,,,,,
F1061,2734,435.58,38.06,,,,,
21122,2734,811.55,85.24,,,,,
21123,2734,839.86,37.87,,,,,
21124,2734,565.52,39.08,,,,,
21170.01,2735,128.09,57.63,32.36,91.11,66.97,52.05,ir:100.00
21118.01,2735,787.25,94.04,,,,,
21118.02,2735,516.51,9.64,,,,,
21118.03,2735,720.14,51.67,,,,,
21117.01,2735,0.00,5.53,,,,,
21114,2735,825.95,9.96,,,,,
21119.01,2735,211.81,4.47,,,,,
21170.02,2735,826.75,42.51,,,,,
21183,2735,388.03,5.79,,,,,
F1172,2735,341.09,91.83,,,,,
02920,2735,209.43,82.93,,,,,
21117.02,2735,534.28,77.87,,,,,
21170.92,2735,0.00,75.90,,,,,
21151,2736,518.29,26.65,78.81,19.04,24.85,61.74,es:65.19 fr:8.17 uk:4.45 se:20.42 dk:1.77
21189.01,2736,986.39,74.57,,,,,
21152,2736,316.44,44.79,,,,,
21155,2736,555.02,94.06,,,,,
21156,2736,302.17,95.12,,,,,
21153,2736,604.02,85.31,,,,,
21160.01,2736,974.24,92.52,,,,,
21160.02,2736,78.07,80.48,,,,,
21160.03,2736,948.81,68.36,,,,,
21160.04,2736,717.59,77.58,,,,,
21159.01,2736,635.98,49.05,,,,,
21159.02,2736,393.19,40.66,,,,,
21170.93,2736,69.90,36.83,,,,,
21512,2737,580.97,41.89,13.72,70.36,74.77,59.16,es:60.32 uk:39.68
21512.01,2737,838.32,68.17,,,,,
21513,2737,408.01,1.99,,,,,
21514,2737,942.09,19.72,,,,,
F0994,2737,275.20,70.77,,,,,
21515,2737,690.10,46.09,,,,,
21511.01,2737,480.81,28.80,,,,,
21511.02,2737,494.04,5.83,,,,,
21521,2737,397.87,21.27,,,,,
21511.03,2737,282.39,18.73,,,,,
21522,2737,666.83,77.17,,,,,
21519.02,2737,0.00,50.52,,,,,
21519.03,2737,440.79,38.69,,,,,
21529.03,2737,904.47,46.06,,,,,
21529.02,2737,0.00,27.78,,,,,
21932.01,2737,849.18,92.05,,,,,
21523,2737,961.84,53.74,,,,,
F1243,2737,374.40,75.01,,,,,
22241.01,2740,173.48,34.42,18.35,83.78,56.53,17.25,se:79.25 es:14.56 de:6.18
22241.02,2740,93.27,90.73,,,,,
22242.01,2740,538.20,27.69,,,,,
22242.02,2740,362.65,7.67,,,,,
22249.01,2740,304.13,74.52,,,,,
22249.02,2740,749.30,95.55,,,,,
22120,2743,925.33,23.17,84.52,38.38,38.75,81.27,dk:26.98 de:34.50 ir:9.50 se:18.70 es:10.31
02211,2848,734.64,97.48,79.98,60.13,20.57,52.48,se:100.00
22110.02,2848,923.22,91.85,,,,,
22222.01,2848,250.38,47.19,,,,,
22130.03,2848,834.71,40.68,,,,,
22230.01,2848,464.20,22.81,,,,,
22230.02,2848,534.86,31.23,,,,,
22230.03,2848,661.33,0.64,,,,,
22221.01,2848,87.81,63.52,,,,,
22221.02,2848,349.79,43.78,,,,,
22222.02,2848,118.42,42.05,,,,,
22211,2848,458.90,41.69,,,,,
22212,2848,694.88,68.01,,,,,
22230.04,2848,605.69,51.69,,,,,
22130.02,2848,253.76,0.36,,,,,
22251.01,2848,203.86,29.35,,,,,
22130.01,2848,708.16,40.21,,,,,
22251.02,2848,793.12,60.65,,,,,
22251.03,2848,162.64,10.21,,,,,
22251.04,2848,501.80,3.37,,,,,
22110.03,2848,908.28,86.46,,,,,
22290,2848,214.07,21.74,,,,,
22270,2848,917.33,51.53,,,,,
22260,2848,136.91,26.99,,,,,
02212,2848,576.44,47.12,,,,,
22110.04,2848,963.36,40.67,,,,,
22252,2848,532.60,65.81,,,,,
02291,2848,110.65,75.04,,,,,
22253,2848,689.75,49.04,,,,,
22110.05,2848,949.95,83.72,,,,,
02292,2848,643.52,13.05,,,,,
22254,2848,648.90,76.80,,,,,
22110.06,2848,146.35,67.69,,,,,
02293,2848,0.00,94.80,,,,,
0231,2744,157.20,96.29,8.58,89.89,97.72,47.33,dk:100.00
23993.02,2744,561.59,37.62,,,,,
23993.03,2744,156.39,49.86,,,,,
0232,2744,209.22,12.55,,,,,
