"Food code (level 2)","Food name (level 2)","Country ","Country code","Retail waste","Consumer waste"
"A.04.03","Tree nuts","Sweden","SE",0.01,0.04
"A.04.04","Oilseeds","Sweden","SE",0.01,0.04
"A.04.05","Other seeds","Sweden","SE",0.01,0.04
"A.05","Fruit and fruit products","Sweden","SE",0.1,0.19
"A.05.01","Citrus fruits","Sweden","SE",0.1,0.19
"A.05.02","Pome fruits","Sweden","SE",0.1,0.19
"A.05.03","Stone fruits","Sweden","SE",0.1,0.19
"A.05.04","Berries and small fruits","Sweden","SE",0.1,0.19
"A.05.05","Oilfruits","Sweden","SE",0.1,0.19
"A.05.06","Miscellaneous fruits","Sweden","SE",0.1,0.19
"A.05.07","Dried fruits","Sweden","SE",0.1,0.19
"A.05.08","Jam, marmalade and other fruit spreads","Sweden","SE",0.1,0.19
"A.05.09","Other fruit products (excluding beverages)","Sweden","SE",0.1,0.19
"A.06","Meat and meat products (including edible offal)","Sweden","SE",0.04,0.11
"A.06.01","Livestock meat","Sweden","SE",0.04,0.11
"A.06.02","Poultry","Sweden","SE",0.04,0.11
"A.06.03","Game mammals","Sweden","SE",0.04,0.11
"A.06.04","Game birds","Sweden","SE",0.04,0.11
"A.06.05","Mixed meat","Sweden","SE",0.04,0.11
"A.06.06","Edible offal, farmed animals","Sweden","SE",0.04,0.11
"A.06.07","Edible offal, game animals","Sweden","SE",0.04,0.11
"A.06.08","Preserved meat","Sweden","SE",0.04,0.11
"A.06.09","Sausages","Sweden","SE",0.04,0.11
"A.06.10","Meat specialities","Sweden","SE",0.04,0.11
"A.06.11","Pastes, pâtés and terrines","Sweden","SE",0.04,0.11
"A.06.12","Meat imitates","Sweden","SE",0.04,0.11
"A.07","Fish and other seafood (including amphibians, reptiles, snails and insects)","Sweden","SE",0.09,0.11
"A.07.01","Fish meat","Sweden","SE",0.09,0.11
"A.07.02","Fish products","Sweden","SE",0.09,0.11
"A.07.03","Fish offal","Sweden","SE",0.09,0.11
"A.07.04","Crustaceans","Sweden","SE",0.09,0.11
"A.07.05","Water molluscs","Sweden","SE",0.09,0.11
"A.07.06","Amphibians, reptiles, snails, insects","Sweden","SE",0.09,0.11
"A.08","Milk and dairy products","Sweden","SE",0.01,0.07
"A.08.01","Liquid milk","Sweden","SE",0.01,0.07
"A.08.02","Milk based beverages","Sweden","SE",0.01,0.07
"A.08.03","Concentrated milk","Sweden","SE",0.01,0.07
"A.08.04","Whey and whey products (excluding whey cheese)","Sweden","SE",0.01,0.07
"A.08.05","Cream and cream products","Sweden","SE",0.01,0.07
"A.08.06","Fermented milk products","Sweden","SE",0.01,0.07
"A.08.07","Milk derivatives","Sweden","SE",0.01,0.07
"A.08.08","Cheese","Sweden","SE",0.01,0.07
"A.08.09","Milk and milk product imitates","Sweden","SE",0.01,0.07
"A.09","Eggs and egg products","Sweden","SE",0.01,0.07
"A.09.01","Eggs, fresh","Sweden","SE",0.01,0.07
"A.09.02","Eggs, powder","Sweden","SE",0.01,0.07
"A.10","Sugar and confectionary","Sweden","SE",0.01,0.04
"A.10.01","Sugars","Sweden","SE",0.01,0.04
"A.10.02","Sugar substitutes","Sweden","SE",0.01,0.04
"A.10.03","Chocolate (Cocoa) products","Sweden","SE",0.01,0.04
"A.10.04","Confectionery (non-chocolate)","Sweden","SE",0.01,0.04
"A.10.05","Dessert sauces","Sweden","SE",0.01,0.04
"A.10.06","Molasses and other syrups","Sweden","SE",0.01,0.04
"A.10.07","Honey","Sweden","SE",0.01,0.04
"A.11","Animal and vegetable fats and oils","Sweden","SE",0.01,0.04
"A.11.01","Animal fat","Sweden","SE",0.04,0.11
"A.11.02","Fish oil","Sweden","SE",0.09,0.11
"A.11.03","Vegetable fat","Sweden","SE",0.01,0.04
"A.11.04","Vegetable oil","Sweden","SE",0.01,0.04
"A.11.05","Fats of mixed origin","Sweden","SE",0.01,0.04
"A.11.06","Margarine and similar products","Sweden","SE",0.01,0.04
"A.12","Fruit and vegetable juices","Sweden","SE",0.10,0.19
"A.12.01","Fruit juice","Sweden","SE",0.10,0.19
"A.12.02","Concentrated fruit juice","Sweden","SE",0.10,0.19
"A.12.03","Fruit nectar","Sweden","SE",0.10,0.19
"A.12.04","Mixed fruit juice","Sweden","SE",0.10,0.19
"A.12.05","Dehydrated/powdered fruit juice","Sweden","SE",0.10,0.19
"A.12.06","Vegetable juice","Sweden","SE",0.10,0.19
"A.12.07","Mixed vegetable juice","Sweden","SE",0.10,0.19
"A.12.08","Mixed fruit and vegetable juice","Sweden","SE",0.10,0.19
"A.13","Non-alcoholic beverages (excepting milk based beverages)","Sweden","SE",0.01,0.04
"A.13.01","Soft drinks","Sweden","SE",0.01,0.04
"A.13.02","Tea (Infusion)","Sweden","SE",0.01,0.04
"A.13.03","Coffee (Beverage)","Sweden","SE",0.01,0.04
"A.13.04","Coffee imitates beverage","Sweden","SE",0.01,0.04
"A.13.05","Cocoa beverage","Sweden","SE",0.01,0.04
"A.14","Alcoholic beverages","Sweden","SE",0.01,0.04
"A.14.01","Beer and beer-like beverage","Sweden","SE",0.01,0.04
"A.14.02","Wine","Sweden","SE",0.01,0.04
"A.14.03","Fortified and liqueur wines (e.g. Vermouth, Sherry, Madeira)","Sweden","SE",0.01,0.04
"A.14.04","Wine-like drinks (e.g. Cider, Perry)","Sweden","SE",0.01,0.04
"A.14.05","Liqueur","Sweden","SE",0.01,0.04
"A.14.06","Spirits","Sweden","SE",0.01,0.04
"A.14.07","Alcoholic mixed drinks","Sweden","SE",0.01,0.04
"A.15","Drinking water (water without any additives except carbon dioxide; includes water ice for consumption)","Sweden","SE",0.00,0.00
"A.15.01","Tap water","Sweden","SE",0.00,0.00
"A.15.02","Well water","Sweden","SE",0.00,0.00
"A.15.03","Bottled water","Sweden","SE",0.00,0.00
"A.15.04","Water ice (for consumption)","Sweden","SE",0.00,0.00
"A.16","Herbs, spices and condiments","Sweden","SE",0.01,0.04
"A.16.01","Herbs","Sweden","SE",0.01,0.04
"A.16.02","Spices","Sweden","SE",0.01,0.04
"A.16.03","Herb and spice mixtures","Sweden","SE",0.01,0.04
"A.16.04","Seasoning or extracts","Sweden","SE",0.01,0.04
"A.16.05","Condiment","Sweden","SE",0.01,0.04
"A.16.06","Dressing","Sweden","SE",0.01,0.04
"A.16.07","Chutney and pickles","Sweden","SE",0.01,0.04
"A.16.08","Savoury sauces","Sweden","SE",0.01,0.04
"A.16.09","Flavourings or essences","Sweden","SE",0.01,0.04
"A.16.10","Baking ingredients","Sweden","SE",0.01,0.04
"A.17","Food for infants and small children","Sweden","SE",0.04,0.11
"A.17.01","Infant formulae, powder","Sweden","SE",0.04,0.11
"A.17.02","Infant formulae, liquid","Sweden","SE",0.04,0.11
"A.17.03","Follow-on formulae, powder","Sweden","SE",0.04,0.11
"A.17.04","Follow-on formulae, liquid","Sweden","SE",0.04,0.11
"A.17.05","Cereal-based food for infants and young children","Sweden","SE",0.04,0.11
"A.17.06","Ready-to-eat meal for infants and young children","Sweden","SE",0.04,0.11
"A.17.07","Yoghurt, cheese and milk-based dessert for infants and young children","Sweden","SE",0.01,0.07
"A.17.08","Fruit juice and herbal tea for infants and young children","Sweden","SE",0.01,0.04
"A.18","Products for special nutritional use","Sweden","SE",0.04,0.11
"A.18.01","Food for weight reduction","Sweden","SE",0.04,0.11
"A.18.02","Dietary supplements","Sweden","SE",0.04,0.11
"A.18.03","Food for sports people (labelled as such)","Sweden","SE",0.04,0.11
"A.18.04","Dietetic food for diabetics (labelled as such)","Sweden","SE",0.04,0.11
"A.18.05","Medical food (are specially formulated and intended for the dietary management of a disease that has distinctive nutritional needs that cannot be met by normal diet alone; intended to be used under medical supervision)","Sweden","SE",0.04,0.11
"A.19","Composite food (including frozen products)","Sweden","SE",0.04,0.11
"A.19.01","Cereal-based dishes","Sweden","SE",0.04,0.11
"A.19.02","Rice-based meals","Sweden","SE",0.04,0.11
"A.19.03","Potato based dishes","Sweden","SE",0.04,0.11
"A.19.04","Beans-based meals","Sweden","SE",0.04,0.11
"A.19.05","Meat-based meals","Sweden","SE",0.04,0.11
"A.19.06","Fish and seafood based meals","Sweden","SE",0.04,0.11
"A.19.07","Vegetable-based meals","Sweden","SE",0.04,0.11
"A.19.08","Egg-based meal (e.g., omelette)","Sweden","SE",0.04,0.11
"A.19.09","Mushroom-based meals","Sweden","SE",0.04,0.11
"A.19.10","Ready to eat soups","Sweden","SE",0.04,0.11
"A.19.11","Prepared salads","Sweden","SE",0.04,0.11
"A.20","Snacks, desserts, and other foods","Sweden","SE",0.04,0.11
"A.20.01","Snack food","Sweden","SE",0.04,0.11
"A.20.02","Ices and desserts","Sweden","SE",0.04,0.11
"A.20.03","Other foods (foods which cannot be included in any other group)","Sweden","SE",0.04,0.11
"A.13.06","Energy drink","Sweden","SE",0.01,0.04
